RegisterationNumber,Suburb,City,Lat,Long,Name,TotalExpenditure
  CC49345,  Glen Eden,  Auckland,-36.912376,174.654167,  Academy of Maori Advancement ,"  400,"
  CC48934,  Windsor,  Invercargill,-46.403341,168.358794,  Southland (CEC) Trust,"  209,"
  CC50060,   ,  Weston,-45.080327,170.921515,  Lions Club of Waiareka Valley Charitable Trust,"  0,"
  CC49219,  Lorneville,  Invercargill,-46.406304,168.368637,  Invercargill Thai Buddhist Charitable Trust,"  0,"
  CC49164,  Wellington Central,  Wellington,-41.286417,174.781953,  New Zealand Youth Global Awareness Trust Board,"  9598,"
  CC48909,   ,  Mosgiel,-45.874903,170.343586,  Otago (CEC) Trust,"  4556,"
  CC49666,   ,  Cambridge,-37.883342,175.474273,  CSC Buying Group Limited,"  0,"
  CC49275,  Te Aro,  Wellington,-41.291691,174.778485,  New Zealand Korean School Trust,"  45145,"
  CC48912,   ,  Auckland CBD,-36.887409,174.760223,  The Lake Memorial Charitable Trust,"  178263,"
  CC49539,  null,  Whangamata,failed,failed,  Whangamata Baptist Community Toy Library,"  39,"
  CC49107,  Wellington Central,  Wellington,-41.286417,174.781953,  Marist St Pats Shamrock Foundation,"  74014,"
  CC49279,  Panmure,  Auckland,-36.899505,174.855899,  International Pure Bhakti Yoga Trust,"  0,"
  CC48995,   ,  Mount Maunganui,-37.639518,176.187349,  Bay of Plenty (CEC) Trust,"  0,"
  CC48899,  Te Karaka,  Te Karaka,-38.470323,177.865473,  Gisborne-East Coast Bible-In-Schools Committee Incorporated,"  61523,"
  CC49264,  Glen Eden,  Auckland,-36.912376,174.654167,  Avondale LMS Pasefika Samoa Church,"  0,"
  CC48925,  35 Victoria Street,  Wellington,-40.945014,175.660686,  Society of St Vincent de Paul in New Zealand - West Coast Area Council,"  0,"
  CC48944,  Taita,  Lower Hutt,-41.178829,174.959281,  Care and Rescue of Urban Wildlife,"  179843,"
  CC49424,  Hutt Central,  Lower Hutt,-41.213341,174.92975,  Women of Worth Charitable Company Limited,"  7742,"
  CC49245,  Morningside,  Whangarei,-35.704699,174.322321,  Te Puu Ao Trust,"  44423,"
  CC48914,  Murrays Bay,  Auckland,-36.734529,174.751906,  Joyful Christian Community,"  8270,"
  CC49583,   ,  Turangi,-38.987563,175.803738,  Ko Tuwharetoa Te Iwi Charitable Trust,"  670648,"
  CC49624,  Oneroa,  Waiheke Island,-36.810472,175.021376,  New Zealand Centre for Global Studies Charitable Trust Board,"  12293,"
  CC49310,   ,  Gisborne,-38.340244,178.197526,  Historic Places Tairawhiti Incorporated,"  3612,"
  CC49191,  Strowan,  Christchurch,-43.505803,172.61674,  CANTERBURY ROYAL COMMONWEALTH SOCIETY CHARITABLE TRUST,"  18601,"
  CC49210,  Beerescourt,  Hamilton,-37.761729,175.264089,  AVP Maori Focus,"  0,"
  CC48910,   ,  Timaru,-44.40316,171.238033,  Connections Community Trust,"  7716,"
  CC49610,   ,  Auckland,-36.905451,174.672404,  The Giltrap Trust,"  0,"
  CC48908,  Te Rapa,  Hamilton,-37.748413,175.233494,  Greater Waikato (CEC) Trust,"  10541908,"
  CC48827,  Pakuranga Heights,  Auckland,-36.923398,174.898094,  Gyeojassi Church & Centre,"  116399,"
  CC49136,   ,  Nelson,-41.275126,173.26119,  Light Nelson Trust,"  11,"
  CC48927,  Manurewa,  Auckland,-37.028328,174.894636,  Te Tuareka O Manurewa Trust,"  1130,"
  CC48961,  null,  Auckland,failed,failed,  Playcentre Publications Limited,"  0,"
  CC50070,  Auckland Central,  Auckland,-36.846877,174.76651,  The New Zealand Children's Screen Trust,"  50,"
  CC49095,  Whitby,  Porirua,-41.107638,174.904835,  Christ Enabled Communities Charitable Trust,"  20580,"
  CC49549,  null,  null,failed,failed,  The EPIC Foundation Limited,"  120698,"
  CC48977,  Oamaru North,  Oamaru,-45.091321,170.971444,  Alps 2 Ocean Charitable Trust,"  8598,"
  CC48945,  Te Aro,  Wellington,-41.291691,174.778485,  The Diabetes Wellington Charitable Trust,"  18063,"
  CC50088,  Somerville,  Auckland,-36.912492,174.940041,  Jin-Gang-Dhyana Wang Xin De Foundation (New Zealand) Trust,"  26592,"
  CC48963,  South Dunedin,  Dunedin,-45.899546,170.506715,  The Otago Early Childhood and Schools' Maori and Pacific Island Festival Charitable Trust,"  8855,"
  CC49812,  null,  Tuakau,failed,failed,  Soul Of Art Community,"  20438,"
  CC48919,  Mount Wellington,  Auckland,-36.907936,174.854237,  CCCS Panmure Youth Trust,"  3777,"
  CC48941,  Henderson,  Auckland,-36.877819,174.632171,  The Foundation for Mobility Assistance Dogs,"  16351,"
  CC49087,   ,  Timaru,-44.40316,171.238033,  John Lawrence Memorial Trust ,"  29535,"
  CC49192,  Maungatapu,  Tauranga,-37.671696,176.139348,  Ngaite Ahi / Ngati He Hauora,"  0,"
  CC49640,  Waipiro,  Ruatoria,-38.033626,178.32677,  Hikurangi Takiwa Trust,"  5609,"
  CC48976,   ,  Waiheke Island,-36.810472,175.021376,  The Waiheke Recreation Centre Trust,"  4015,"
  CC49003,  Wilton,  Wellington,-41.267604,174.760554,  Wellington Heritage Multiple Unit Preservation Trust,"  2089,"
  CC50899,  Mission Bay,  Auckland,-36.848269,174.831131,  Ensemble Polymnia Trust,"  1198675,"
  CC48951,  Miramar,  Wellington,-41.314384,174.820037,  Trail Fund New Zealand Incorporated,"  13915,"
  CC48980,  Hutt Central,  Lower Hutt,-41.213341,174.92975,  John and Muriel Perpetual Charitable Trust,"  48697,"
  CC49691,   ,  Gisborne,-38.340244,178.197526,  Tairawhiti Multicultural Council Incorporated,"  161894,"
  CC49038,  Grey Lynn,  Auckland,-36.860096,174.736236,  New Zealand Green Growth Research Trust,"  9478,"
  CC49125,   ,  Cambridge,-37.883342,175.474273,  Resthaven Foundation Trust,"  9245,"
  CC49530,  Parkside,  Timaru,-44.40316,171.238033,  Parkside Playcentre,"  3087,"
  CC48960,  Epsom,  Auckland,-36.887844,174.774884,  Old Grammarians Amateur Athletic Trust,"  53687,"
  CC49147,   ,  Nelson,-41.275126,173.26119,  Duncan Bay Residents Association Incorporated,"  11434,"
  CC50132,  Hillcrest,  Hamilton,-37.800497,175.317936,  Hamilton Community Men's Shed Trust,"  0,"
  CC49096,  Woodhill,  Whangarei,-35.704699,174.322321,  Northland Performing Arts Charitable Trust,"  1000,"
  CC49140,  Macandrew Bay,  Dunedin,-45.865995,170.60003,  Operation New Direction Trust,"  30954,"
  CC50348,  Avondale,  Auckland,-36.905451,174.672404,  Western Districts Hockey Club Incorporated,"  35616,"
  CC48966,  Auckland Central,  Auckland,-36.846877,174.76651,  Estate of Opal June Duncan,"  51165,"
  CC50209,  Normandale,  Lower Hutt,-41.200754,174.890322,  The Martin Charitable Trust,"  0,"
  CC48981,  Mount Eden,  Auckland,-36.878716,174.763564,  Hector Hospital Trust,"  2000,"
  CC48978,  Tawa,  Wellington,-41.179992,174.81953,  Tawa RSA \Poppy Fund\ Trust,"  0,"
  CC49105,   ,  Te Anau,-45.411897,167.715389,  Te Anau Volunteer Fire Brigade,"  1972,"
  CC49762,   ,  Port Chalmers,-45.8177,170.62143,  West Harbour Arts Charitable Trust Board,"  6717,"
  CC48979,   ,  New Plymouth,-39.060888,174.060195,  Karl Heinz Reipen Trust,"  37231,"
  CC48984,  Remuera,  Auckland,-36.873174,174.799015,  St Michael's Catholic School Parent Teacher Association,"  0,"
  CC48982,   ,  Paraparaumu,-40.913139,174.980863,  Kapiti Living Without Violence Charitable Trust,"  0,"
  CC50045,  Dunsandel,  Leeston,-43.758747,172.29948,  Aspire Wellness Trust,"  120000,"
  CC48983,  Auckland Central,  Auckland,-36.846877,174.76651,  City Pathway Trust,"  42310,"
  CC49208,  Raumati Beach,  Paraparaumu,-40.913139,174.980863,  Friends of the Kapiti Coast District Libraries Incorporated,"  6924,"
  CC48999,  Epsom,  Auckland,-36.887844,174.774884,  The Passchendaele Society Incorporated,"  17070,"
  CC48987,  Auckland Central,  Auckland,-36.846877,174.76651,  Mussel Reef Restoration Trust,"  48712,"
  CC50604,   ,  Mangawhai,-36.121974,174.575125,  Mangawhai Artists Incorporated,"  49401,"
  CC49000,  Chartwell,  Hamilton,-37.771428,175.266497,  Te Roopu Puawai,"  87076,"
  CC49002,  Browns Bay,  Auckland,-36.714101,174.742304,  Community Fruit Harvesting,"  4815,"
  CC49062,   ,  Whangamata,-37.209328,175.871054,  Onemana Voluntary Rural Fire Force Inc,"  271594,"
  CC49089,  Mount Roskill,  Auckland,-36.905534,174.742405,  Kelesetone EFKAS Church Auckland,"  501882,"
  CC49001,  Newtown,  Wellington,-41.312527,174.779118,  Lawspot Charitable Trust,"  11672,"
  CC49154,  Te Aro,  Wellington,-41.291691,174.778485,  Presbyterian Bureau Services Trust Board,"  23519992,"
  CC49004,  Auckland Central,  Auckland,-36.846877,174.76651,  Goodman Fielder Cares Trust,"  822060,"
  CC49077,  Sandringham,  Auckland,-36.891009,174.73664,  Gujarati Samaj New Zealand Incorporated,"  33746,"
  CC49766,  Titirangi,  Auckland,-36.935634,174.638947,  French Bay Yacht Club Incorporated,"  1917,"
  CC49048,  Ohauiti,  Tauranga,-37.671696,176.139348,  Know Dyslexia Charitable Trust,"  0,"
  CC49226,  Tinwald,  Ashburton,-43.919287,171.726437,  Green Leaf Trust,"  108359,"
  CC49123,   ,  Hanmer Springs,-42.523412,172.831472,  Life Church Hanmer Springs Trust ,"  0,"
  CC49045,  Henderson,  Auckland,-36.877819,174.632171,  Athens Community Trust ,"  37952,"
  CC50121,  Mana,  Porirua ,-41.089638,174.873615,  Paremata Plimmerton Netball Club Incorporated,"  1002,"
  CC49173,   ,  Dannevirke,-40.205226,176.105022,  MenzShed Dannevirke Incorporated,"  57970,"
  CC49049,   ,  Hamilton,-37.771428,175.266497,  The Seventh Day Sabbath & Advent Fellowship,"  0,"
  CC49020,   ,  Chatham Islands,-44.078394,-176.323375,  Chatham Islands Asset Holdings Limited,"  6945,"
  CC49179,  Bayswater,  Auckland,-36.814091,174.776128,  The Bobby Stafford-Bush Foundation,"  3494,"
  CC49129,  Flat Bush,  Auckland,-36.962284,174.924335,  Food with Love Mission New Zealand Charitable Trust,"  62,"
  CC49032,  Auckland Central,  Auckland,-36.846877,174.76651,  Estate of Robert Lennard MacGillivray,"  6900,"
  CC51178,   ,  Queenstown,-45.031818,168.667827,  Central Otago Boxing Charitable Trust,"  101721,"
  CC49033,  Ellerslie,  Auckland,-36.897601,174.809993,  Complex Care Group Trust,"  0,"
  CC49115,  Riccarton,  Christchurch,-43.528916,172.599093,  Terumah Trust,"  114149,"
  CC49040,   ,  Ashburton,-43.890575,171.740947,  Trevor Wilson Charities (No 3) Limited,"  19069,"
  CC49952,  Herald Island,  Auckland,-36.905451,174.672404,  T-Tree Housing Services Trust,"  3000,"
  CC49072,  Forrest Hill,  Auckland,-36.76839,174.749048,  Westlakers Incorporated,"  25847,"
  CC49661,  Te Atatu Peninsula,  Auckland,-36.842085,174.652596,  Peninsula Arts Incorporated,"  0,"
  CC51206,   ,  Greymouth,-42.464817,171.200371,  West Coast Technology Education Trust,"  16886,"
  CC51196,  Mangere East,  Auckland,-36.968395,174.828603,  Keys of the Kingdom Ministries - Life in the Spirit Fellowship International Trust Board,"  0,"
  CC51232,  Mairehau,  Christchurch,-43.496966,172.646484,  Movement Art Practice Limited,"  1698,"
  CC51233,  Glen Eden,  Auckland,-36.912376,174.654167,  Whau Coastal Walkway Environmental Trust,"  0,"
  CC51173,  Raumanga,  Whangarei,-35.741807,174.297791,  Taitokerau Education Trust,"  83025,"
  CC51306,  Strathmore Park,  Wellington,-41.329141,174.820641,  New Zealand Technology Training Charitable Trust Board,"  0,"
  CC51289,  Huntington,  Hamilton,-37.746493,175.285163,  Agape Society of New Zealand Incorporated,"  0,"
  CC51331,  Mount Albert,  Auckland,-36.882768,174.716951,  Maori 4 Kids Incorporated,"  2449,"
  CC51300,  Greenhithe,  Auckland,-36.773332,174.673526,  Oasis Centre Trust,"  2733,"
  CC51271,   ,  Auckland,-36.905451,174.672404,  Estate of James Allan Strang,"  1335871,"
  CC51207,   ,  Palmerston North,-40.362727,175.626441,  Active Minds Aotearoa,"  32,"
  CC51377,   ,  Glenorchy,failed,failed,  Glenorchy Heritage Museum Group Incorporated,"  893550,"
  CC51200,   ,  Auckland,-36.905451,174.672404,  S.H. and M.L. Dash Charitable Trust,"  0,"
  CC51139,  null,  Gisborne,failed,failed,  Papawhariki Society Incorporated,"  0,"
  CC51101,  Pakuranga Heights,  Auckland,-36.923398,174.898094,  Islamic Ahl-ul-Bayt Foundation Of New Zealand,"  0,"
  CC50020,  Tauriko,  Tauranga,-37.671696,176.139348,  Czech and Slovak Club Tauranga Incorporated,"  16499,"
  CC49831,  115 Stuart Street,  Dunedin,-45.870925,170.497382,  Eunice Brown Charitable Fund,"  634,"
  CC49729,  Waikuku,  Kaiapoi,-43.384879,172.650062,  Gilly and Tony Hall Charitable Foundation,"  970477,"
  CC50414,  Te Atatu South,  Auckland,-36.866425,174.646503,  Auckland Deaf Christian Fellowship,"  237541,"
  CC49678,  Bellevue,  Tauranga,-37.671696,176.139348,  Living Ventures Charitable Trust,"  257383,"
  CC49823,  Remuera,  Auckland,-36.873174,174.799015,  Aasthika Bhaktha Sangeerthana Samajam Charitable Trust,"  11625,"
  CC50203,  Nawton,  Hamilton,-37.771428,175.266497,  Colombian Resettlement Association of Waikato Incorporated,"  2255,"
  CC49664,  Christchurch Central,  Christchurch,-43.530658,172.633547,  Rotary Neighbourhood Project Charitable Trust,"  189400,"
  CC49633,  Highbury,  Palmerston North,-40.362727,175.626441,  Te Kohanga Reo o Ngati Hineaute ki Rangitaane o Manawatu Trust,"  0,"
  CC49697,   ,  Renwick,-41.510753,173.824424,  The Friends of Renwick Museum and Watson Memorial Library Society Incorporated,"  73481,"
  CC49848,  Palm Beach,  Waiheke Island,-36.782501,175.04461,  Ocean Aware,"  0,"
  CC50453,  Lyall Bay,  Wellington,-41.325862,174.796469,  FIANZ Holdings Limited,"  13098,"
  CC49670,   ,  Timaru,-44.40316,171.238033,  Hopevale Trust,"  513976,"
  CC49642,  Auckland Central,  Auckland,-36.846877,174.76651,  E L and J B Sanderson Cerebral Palsy Trust ,"  1156,"
  CC49653,   ,  Whangarei,-35.704699,174.322321,  Whangarei Youth Space Trust,"  2594,"
  CC49701,   ,  Waitati,-45.750435,170.575277,  Health and Spirit Festival,"  328017,"
  CC50361,  Wainuiomata,  Lower Hutt,-41.250032,174.948909,  The Hutt Wellington Kapiti Fire Brigades' Sub Association,"  6687,"
  CC50240,  Christchurch Central,  Christchurch,-43.530658,172.633547,  CHRISTCHURCH HIGH SCHOOL OLD BOYS RUGBY FOOTBALL CLUB INCORPORATED,"  1370,"
  CC49898,  Waverley,  Waverley,failed,failed,  Waverley - Patea Service Trust,"  173,"
  CC50123,  Auckland Central,  Auckland,-36.846877,174.76651,  The Broadfoot Trust Fund,"  76311,"
  CC49655,  Rangiora,  Rangiora,-43.300567,172.583392,  Community Colleges Of New Zealand Ownership Trust,"  6697,"
  CC49800,  Waiwhetu,  Lower Hutt,-41.224443,174.918114,  Sola Power Throwing Academy,"  25557,"
  CC49639,  Christchurch Central,  Christchurch,-43.530658,172.633547,  Tourette's Association New Zealand,"  22316,"
  CC49751,  Hillcrest,  Hamilton,-37.800497,175.317936,  Toku Mapihi Maurea Whanau Tautoko Incorporated,"  3400,"
  CC49811,  Ilam,  Christchurch,-43.523548,172.583004,  Korean Scholarship Trust,"  30,"
  CC49680,  Somerville,  Auckland,-36.912492,174.940041,  Auckland Christian Mandarin Glory Church Trust,"  0,"
  CC49749,   ,  Woodville,-40.33851,175.86678,  Woodville Volunteer Fire Brigade,"  135,"
  CC49771,  Addington,  Christchurch,-43.541378,172.615181,  Canterbury Direct Investments Limited,"  2581,"
  CC49724,  Addington,  Christchurch,-43.541378,172.615181,  Rata Foundation Limited,"  160,"
  CC50053,  Rotorua,  Rotorua,-38.145007,176.223432,  Te Whare o Kenehi,"  113306,"
  CC49595,  null,  Takanini,failed,failed,  Methodist Church Samoa (New Zealand) Papakura Parish,"  6850,"
  CC49641,   ,  Invercargill,-46.406304,168.368637,  Invercargill Christadelphian Ecclesia Charitable Trust,"  559,"
  CC49648,   ,  New Plymouth,-39.060888,174.060195,  Taranaki Rural Fire Authority,"  64729,"
  CC49858,  Massey,  Auckland,-36.830399,174.616662,  The Waitac Trust,"  14013,"
  CC51322,  R D 2,  Kohukohu,failed,failed,  Te Pumau Arohanui Trust,"  55997,"
  CC49684,  Northpark,  Auckland,-36.918516,174.92399,  New Testament Church Incorporated,"  34507,"
  CC49748,  Gordonton,  Hamilton,-37.771428,175.266497,  Gordonton Playgroup,"  0,"
  CC49662,  Albany,  Auckland,-36.723353,174.701475,  Albany Senior High School Enterprise Trust,"  41346,"
  CC49864,   ,  Auckland,-36.905451,174.672404,  Grace Foundation Charitable Trust,"  63458,"
  CC50529,  Herne Bay,  Auckland,-36.842669,174.733624,  Pacific Spine Consulting & Research Charitable Trust,"  18801,"
  CC50681,  Kaiti,  Gisborne,-38.673016,178.027956,  Te Whanau o Kura Wananga,"  30755,"
  CC50092,  null,  Wakefield,failed,failed,  Nelson Animal Rescue,"  18380,"
  CC49698,  Marfell,  New Plymouth,-39.060888,174.060195,  Together Grow Better Communities Trust,"  3407,"
  CC50041,   ,  New Plymouth,-39.060888,174.060195,  Sports and Recreation Association For Hospitality Students Incorporated,"  86454,"
  CC49902,  Marewa,  Napier,-39.500182,176.902447,  Will Power Trust,"  47696,"
  CC49951,  Raumati Beach,  Paraparaumu,-40.913139,174.980863,  Ngatiawa Iwi,"  0,"
  CC49865,   ,  Motueka,-41.110274,173.017129,  Wilderness Canoe Trust,"  58811,"
  CC49695,  Penrose,  Auckland,-36.911699,174.81371,  John Nesfield Trust,"  172485,"
  CC49842,  Wilton,  Wellington,-41.267604,174.760554,  Wadestown Ark Trust,"  2385,"
  CC49942,   ,  Mangonui,failed,failed,  Mangonui School Kotahitanga Parent Group,"  780005,"
  CC49820,  null,  Chatham Islands,-44.078394,-176.323375,  Parents For Kids Te One School,"  0,"
  CC50210,   ,  Brydone,failed,failed,  Brydone Community Centre Incorporated,"  322000,"
  CC49896,  Nawton,  Hamilton,-37.771428,175.266497,  Mt Pirongia Country Music Club Inc,"  136,"
  CC49702,   ,  Queenstown,-45.031818,168.667827,  Wakatipu High School Foundation,"  2996,"
  CC49857,  Mount Roskill,  Auckland,-36.905534,174.742405,  Rec Youth Development Trust,"  15954,"
  CC50194,  247 Cameron Road,  Tauranga,-37.725289,176.133455,  Ben Williams Cricket Academy Charitable Trust,"  18571,"
  CC49703,  Brooklyn,  Wellington,-41.304594,174.759223,  Rotary Club of Wellington Eureka! Trust,"  3177,"
  CC49743,  Paremata,  Paraparaumu,-40.913139,174.980863,  Aoga i Maota Charitable Trust,"  23412,"
  CC50379,   ,  Dunedin,-45.90278,170.484162,  Te Kete Putea Limited Partnership,"  1740632,"
  CC50182,  Maori Hill,  Dunedin,-45.90278,170.484162,  Bearded Brothers,"  0,"
  CC49956,   ,  Queenstown,-45.031818,168.667827,  Queenstown Arts Society Incorporated,"  198712,"
  CC49710,  Pakuranga Heights,  Auckland,-36.923398,174.898094,  The Auckland Food Bank Group,"  240,"
  CC49815,   ,  Hikurangi,-35.592647,174.290101,  Nga Parirau Matauranga Charitable Trust,"  438550,"
  CC50133,  Remuera,  Auckland,-36.873174,174.799015,  AOTEAROA CZECH AND SLOVAK EDUCATIONAL (CHARITABLE) TRUST,"  466585,"
  CC49856,  Hokonui,  Winton,37.385892,-120.617788,  Limehills District Playgroup,"  1001,"
  CC49870,  Rosedale,  Auckland,-36.73725,174.717768,  Funding Advisory and Support Services Limited,"  90377,"
  CC50526,  null,  Piopio,failed,failed,  Piopio Memorial Hall Committee,"  11525,"
  CC49647,  Pyes Pa,  Tauranga,-37.671696,176.139348,  Tauranga Woodcrafters Guild Incorporated,"  484821,"
  CC49719,   ,  Winton,-46.136721,168.323475,  Moores Reserve Combined Sports Facility Trust,"  11364,"
  CC49739,  Grafton,  Auckland,-36.86162,174.768323,  The Dame Sister Mary Leo Foundation,"  22060,"
  CC50047,  Avonhead,  Christchurch,-43.511728,172.555141,  Parihaka Network - Nga Manu Korihi Otautahi Trust,"  422267,"
  CC49716,   ,  Albany,-36.723353,174.701475,  Te Pito Mata Nurture Groups New Zealand Trust Board,"  640,"
  CC51149,  null,  null,failed,failed,  New Zealand Association for Research in Education Incorporated,"  34251,"
  CC49728,  Karori,  Wellington,-41.285107,174.745902,  Centre for Advanced Engineering,"  4090063,"
  CC49650,  Letts Gully,  Alexandra,-37.191631,145.7104,  The Disabled Snowsports Foundation,"  1560,"
  CC49730,  Birchville,  Upper Hutt,-41.093414,175.103364,  The Biography Trust,"  5336136,"
  CC49732,  Makara,  Karori,-41.283876,174.714752,  FROMMS Trust,"  0,"
  CC49809,  Flagstaff,  Hamilton,-37.725721,175.255594,  Al Rasool Foundation of Waikato,"  51,"
  CC49785,  Strowan,  Christchurch,-43.505803,172.61674,  New Zealand Doctors Orchestra Board,"  14485,"
  CC49816,   ,  Richmond,-41.344738,173.191843,  Neighbourhood Support Waimea Incorporated,"  14275,"
  CC49846,  Owhata,  Rotorua,-38.133993,176.295485,  Rotoehu Ecological Trust,"  0,"
  CC50341,  Welbourn,  New Plymouth,-39.081039,174.097595,  Welbourn Home & School Association,"  1296288,"
  CC49877,  Saint Albans,  Christchurch,-43.517144,172.630162,  St Albans Catholic School Parent Teachers Association,"  174,"
  CC49810,   ,  Waikouaiti,-45.598988,170.667896,  Hawksbury Christian Fellowship,"  5616,"
  CC50131,  Mount Roskill,  Auckland,-36.905534,174.742405,  Algoritmi Educational Trust,"  82415,"
  CC49836,   ,  Inglewood,-39.156332,174.203382,  Inglewood District Health Trust,"  248,"
  CC49783,   ,  Richmond,-41.344738,173.191843,  Rinchen Jungdan Dongrum Gyal Foundation,"  121926,"
  CC49734,   ,  Wanganui,-39.926765,175.023077,  Tupoho Investments Limited,"  0,"
  CC49735,   ,  Pukekohe,-37.201948,174.895319,  Pukekohe Community Action Charitable Trust,"  421564,"
  CC50137,  Burnside,  Christchurch,-43.497991,172.569812,  ARC Homes Limited,"  19036,"
  CC50078,   ,  Te Puke,-37.789006,176.323555,  Te Puke Tigers Rugby League Club Incorporated,"  6000,"
  CC49761,   ,  Otautau,-46.136601,167.992174,  Otautau Heritage Trust,"  5653,"
  CC50051,  Waitangirua,  Porirua,-41.12917,174.879273,  The Living Fountain Church Trust,"  22858,"
  CC50423,  null,  Tauranga,failed,failed,  Street Help Tauranga Trust,"  23382,"
  CC50013,  Avondale,  Auckland,-36.905451,174.672404,  Nakelo Vanua / Youth Development Incorporated,"  310,"
  CC49737,   ,  Arrowtown,-44.941476,168.832857,  Arts South Charitable Trust,"  0,"
  CC49683,  Westown,  New Plymouth,-39.069908,174.066081,  Taranaki (CEC) Trust,"  376069,"
  CC49742,   ,  Milton,-46.11951,169.962101,  South Otago Heritage Society Incorporated,"  11629,"
  CC49740,  null,  Glentunnel,failed,failed,  Glentunnel Museum Incorporated,"  232708,"
  CC49745,  Cannons Creek,  Porirua,-41.14074,174.86375,  Greater Wellington Pacific Women's Refuge,"  19899,"
  CC49746,  Mangere East,  Auckland,-36.968395,174.828603,  Mount Olive Assembly of God Trust Board,"  497,"
  CC49747,   ,  Queenstown,-45.031818,168.667827,  The Routeburn-Dart Wildlife Charitable Trust,2446128
